customer_id;customer_name;email;phone;country;city;registration_date;customer_segment;birth_date;is_active
3031;Клиент 3031;customer3031@example.com;+79180933502;Узбекистан;Новосибирск;2024-03-18;Премиум;1961-03-30;0
3032;Клиент 3032;customer3032@example.com;+79969288637;Украина;Казань;2024-05-16;Экономный;1966-06-15;1
3033;Клиент 3033;customer3033@example.com;+79747295249;Узбекистан;Нижний Новгород;2025-07-22;Экономный;2002-04-02;1
3034;Клиент 3034;customer3034@example.com;+79377166472;Беларусь;Ростов-на-Дону;2024-08-19;Экономный;1993-03-10;1
3035;Клиент 3035;customer3035@example.com;+79779700374;Украина;Екатеринбург;2025-03-26;Стандарт;1961-04-15;1
3036;Клиент 3036;customer3036@example.com;+79307614907;Беларусь;Москва;2023-02-23;Экономный;1973-06-13;0
3037;Клиент 3037;customer3037@example.com;+79244626325;Украина;Ростов-на-Дону;2023-06-13;Премиум;1981-04-03;1
3038;Клиент 3038;customer3038@example.com;+79361687628;Казахстан;Екатеринбург;2023-07-04;Экономный;1999-10-22;1
3039;Клиент 3039;customer3039@example.com;+79041550346;Беларусь;Самара;2024-06-03;Премиум;1974-06-22;1
3040;Клиент 3040;customer3040@example.com;+79481406995;Россия;Нижний Новгород;2022-09-24;Премиум;1964-06-25;1
3041;Клиент 3041;customer3041@example.com;+79699184632;Украина;Ростов-на-Дону;2025-02-24;Стандарт;1996-02-21;0
3042;Клиент 3042;customer3042@example.com;+79946726397;Беларусь;Казань;2023-09-19;Стандарт;1975-01-29;1
3043;Клиент 3043;customer3043@example.com;+79543280854;Узбекистан;Нижний Новгород;2025-03-20;Премиум;1966-02-13;1
3044;Клиент 3044;customer3044@example.com;+79782675789;Россия;Москва;2022-12-13;Стандарт;1986-08-28;1
3045;Клиент 3045;customer3045@example.com;+79593499492;Беларусь;Москва;2023-11-14;Премиум;1995-08-26;1
3046;Клиент 3046;customer3046@example.com;+79341006607;Узбекистан;Нижний Новгород;2023-12-26;Экономный;2007-09-06;0
3047;Клиент 3047;customer3047@example.com;+79234181966;Украина;Челябинск;2025-08-22;Премиум;1971-06-19;1
3048;Клиент 3048;customer3048@example.com;+79728635184;Узбекистан;Самара;2024-09-12;Экономный;1999-04-12;1
3049;Клиент 3049;customer3049@example.com;+79782865736;Беларусь;Омск;2024-07-06;Премиум;1979-09-10;1
3050;Клиент 3050;customer3050@example.com;+79564202162;Узбекистан;Ростов-на-Дону;2024-12-01;Экономный;1998-10-25;1
3051;Клиент 3051;customer3051@example.com;+79986473119;Россия;Екатеринбург;2023-11-03;Экономный;1996-04-19;0
3052;Клиент 3052;customer3052@example.com;+79140271714;Россия;Казань;2023-12-08;Стандарт;1960-03-31;0
3053;Клиент 3053;customer3053@example.com;+79451021344;Беларусь;Санкт-Петербург;2023-10-15;Экономный;1996-05-18;0
3054;Клиент 3054;customer3054@example.com;+79538489416;Беларусь;Санкт-Петербург;2023-07-12;Премиум;1978-03-21;0
3055;Клиент 3055;customer3055@example.com;+79391707585;Казахстан;Челябинск;2024-11-06;Премиум;1990-09-04;1
3056;Клиент 3056;customer3056@example.com;+79467097335;Россия;Ростов-на-Дону;2023-09-02;Премиум;2003-02-04;0
3057;Клиент 3057;customer3057@example.com;+79913043017;Россия;Нижний Новгород;2024-02-07;Экономный;1974-11-03;1
3058;Клиент 3058;customer3058@example.com;+79808665488;Россия;Екатеринбург;2025-07-18;Экономный;1959-11-18;0
3059;Клиент 3059;customer3059@example.com;+79833392832;Узбекистан;Москва;2023-10-09;Премиум;1959-10-09;1
3060;Клиент 3060;customer3060@example.com;+79341427735;Россия;Омск;2022-11-17;Премиум;1963-08-09;1
3061;Клиент 3061;customer3061@example.com;+79325136409;Казахстан;Новосибирск;2024-08-30;Экономный;1969-07-19;1
3062;Клиент 3062;customer3062@example.com;+79378285983;Беларусь;Омск;2022-09-13;Экономный;1992-09-19;0
3063;Клиент 3063;customer3063@example.com;+79221450892;Узбекистан;Нижний Новгород;2024-03-20;Стандарт;1988-08-18;1
3064;Клиент 3064;customer3064@example.com;+79236395725;Россия;Нижний Новгород;2024-01-19;Премиум;1960-11-19;1
3065;Клиент 3065;customer3065@example.com;+79517534375;Россия;Москва;2025-05-19;Стандарт;1994-03-31;1
3066;Клиент 3066;customer3066@example.com;+79123269196;Россия;Москва;2023-11-28;Стандарт;1999-08-12;1
3067;Клиент 3067;customer3067@example.com;+79677416848;Узбекистан;Нижний Новгород;2023-03-03;Премиум;1979-02-07;1
3068;Клиент 3068;customer3068@example.com;+79133794477;Россия;Санкт-Петербург;2023-09-18;Стандарт;1989-09-12;1
3069;Клиент 3069;customer3069@example.com;+79408038378;Беларусь;Самара;2024-04-28;Стандарт;1987-01-01;1
3070;Клиент 3070;customer3070@example.com;+79599556154;Беларусь;Ростов-на-Дону;2024-04-13;Стандарт;1965-05-01;1
3071;Клиент 3071;customer3071@example.com;+79905513638;Казахстан;Екатеринбург;2024-10-27;Экономный;2005-07-07;1
3072;Клиент 3072;customer3072@example.com;+79943960617;Россия;Екатеринбург;2024-06-15;Экономный;1997-07-09;0
3073;Клиент 3073;customer3073@example.com;+79695609999;Россия;Омск;2022-12-31;Экономный;1985-10-25;1
3074;Клиент 3074;customer3074@example.com;+79563873808;Казахстан;Москва;2024-02-23;Стандарт;1998-11-17;1
3075;Клиент 3075;customer3075@example.com;+79154248051;Украина;Казань;2025-03-28;Экономный;1982-05-23;0
3076;Клиент 3076;customer3076@example.com;+79744378765;Узбекистан;Казань;2022-11-26;Премиум;1969-05-21;1
3077;Клиент 3077;customer3077@example.com;+79007750895;Казахстан;Москва;2024-09-28;Стандарт;2006-06-12;0
3078;Клиент 3078;customer3078@example.com;+79764412249;Россия;Санкт-Петербург;2023-07-26;Премиум;1998-07-28;1
3079;Клиент 3079;customer3079@example.com;+79519450670;Казахстан;Новосибирск;2023-04-23;Стандарт;1981-08-24;1
3080;Клиент 3080;customer3080@example.com;+79427883102;Россия;Екатеринбург;2024-06-23;Стандарт;1986-07-15;0
3081;Клиент 3081;customer3081@example.com;+79732166158;Беларусь;Казань;2024-05-09;Экономный;2006-12-18;0
3082;Клиент 3082;customer3082@example.com;+79881061745;Узбекистан;Челябинск;2024-05-16;Премиум;1990-10-09;0
3083;Клиент 3083;customer3083@example.com;+79540417668;Беларусь;Екатеринбург;2023-10-28;Премиум;1993-10-03;1
3084;Клиент 3084;customer3084@example.com;+79088134437;Украина;Нижний Новгород;2023-02-27;Экономный;1996-05-14;1
3085;Клиент 3085;customer3085@example.com;+79885513004;Казахстан;Ростов-на-Дону;2023-09-21;Экономный;2003-08-10;0
3086;Клиент 3086;customer3086@example.com;+79690104417;Казахстан;Самара;2022-11-13;Стандарт;1970-09-23;1
3087;Клиент 3087;customer3087@example.com;+79578734501;Узбекистан;Новосибирск;2024-06-01;Премиум;1963-06-20;1
3088;Клиент 3088;customer3088@example.com;+79120542189;Беларусь;Москва;2024-11-05;Стандарт;1987-05-04;1
3089;Клиент 3089;customer3089@example.com;+79355205602;Россия;Москва;2024-10-13;Стандарт;1963-02-08;1
3090;Клиент 3090;customer3090@example.com;+79078321974;Украина;Ростов-на-Дону;2022-10-07;Стандарт;1975-08-29;1
3091;Клиент 3091;customer3091@example.com;+79063545675;Казахстан;Нижний Новгород;2023-01-26;Стандарт;1977-08-04;1
3092;Клиент 3092;customer3092@example.com;+79931307048;Беларусь;Омск;2022-11-03;Премиум;1981-01-28;1
3093;Клиент 3093;customer3093@example.com;+79141390866;Узбекистан;Омск;2023-06-06;Экономный;1998-10-29;1
3094;Клиент 3094;customer3094@example.com;+79724614289;Узбекистан;Екатеринбург;2024-11-11;Экономный;1968-12-23;1
3095;Клиент 3095;customer3095@example.com;+79089798740;Беларусь;Омск;2023-01-07;Экономный;1966-12-10;1
3096;Клиент 3096;customer3096@example.com;+79352643038;Узбекистан;Москва;2023-05-16;Стандарт;1987-04-12;1
3097;Клиент 3097;customer3097@example.com;+79098815536;Беларусь;Санкт-Петербург;2022-10-04;Стандарт;1976-06-30;1
3098;Клиент 3098;customer3098@example.com;+79564295387;Узбекистан;Екатеринбург;2024-06-19;Премиум;1985-11-24;0
3099;Клиент 3099;customer3099@example.com;+79378758990;Узбекистан;Омск;2025-08-17;Экономный;1987-02-01;0
3100;Клиент 3100;customer3100@example.com;+79597943800;Украина;Самара;2023-09-12;Экономный;1970-10-18;1
3101;Клиент 3101;customer3101@example.com;+79462419540;Беларусь;Самара;2022-11-26;Премиум;1975-06-18;0
3102;Клиент 3102;customer3102@example.com;+79406208209;Украина;Челябинск;2023-01-10;Премиум;1981-07-27;0
3103;Клиент 3103;customer3103@example.com;+79833322389;Казахстан;Екатеринбург;2024-04-18;Экономный;1964-09-05;1
3104;Клиент 3104;customer3104@example.com;+79479596277;Украина;Москва;2023-10-13;Стандарт;1978-10-28;1
3105;Клиент 3105;customer3105@example.com;+79145616216;Беларусь;Новосибирск;2022-10-16;Стандарт;1999-02-05;0
3106;Клиент 3106;customer3106@example.com;+79613741676;Казахстан;Ростов-на-Дону;2023-06-26;Стандарт;1998-08-06;0
3107;Клиент 3107;customer3107@example.com;+79111243733;Казахстан;Самара;2023-01-04;Стандарт;1966-11-26;1
3108;Клиент 3108;customer3108@example.com;+79538442160;Украина;Ростов-на-Дону;2023-06-13;Стандарт;1989-01-29;1
3109;Клиент 3109;customer3109@example.com;+79872005438;Узбекистан;Ростов-на-Дону;2025-01-25;Экономный;1965-12-27;1
3110;Клиент 3110;customer3110@example.com;+79278378496;Казахстан;Нижний Новгород;2025-08-18;Стандарт;1997-03-09;1
3111;Клиент 3111;customer3111@example.com;+79226054968;Украина;Нижний Новгород;2024-02-21;Экономный;1971-03-26;1
3112;Клиент 3112;customer3112@example.com;+79662311869;Беларусь;Нижний Новгород;2025-02-14;Экономный;1988-11-15;1
3113;Клиент 3113;customer3113@example.com;+79822236842;Украина;Екатеринбург;2023-05-17;Премиум;1978-05-05;0
3114;Клиент 3114;customer3114@example.com;+79993524400;Украина;Новосибирск;2023-07-05;Премиум;1983-05-16;1
3115;Клиент 3115;customer3115@example.com;+79538179813;Узбекистан;Омск;2024-12-12;Премиум;1996-11-02;1
3116;Клиент 3116;customer3116@example.com;+79105337280;Казахстан;Санкт-Петербург;2024-08-05;Премиум;1976-09-16;0
3117;Клиент 3117;customer3117@example.com;+79225337488;Узбекистан;Казань;2025-03-13;Экономный;1981-08-20;1
3118;Клиент 3118;customer3118@example.com;+79875748546;Россия;Нижний Новгород;2024-01-29;Стандарт;1969-04-11;1
3119;Клиент 3119;customer3119@example.com;+79688676188;Россия;Самара;2023-02-10;Премиум;1986-05-22;1
3120;Клиент 3120;customer3120@example.com;+79440301625;Украина;Москва;2023-03-13;Премиум;1995-08-26;0
3121;Клиент 3121;customer3121@example.com;+79913651823;Узбекистан;Новосибирск;2024-06-28;Премиум;1959-10-06;1
3122;Клиент 3122;customer3122@example.com;+79164636273;Украина;Омск;2025-05-17;Стандарт;2005-05-02;1
3123;Клиент 3123;customer3123@example.com;+79185813673;Беларусь;Екатеринбург;2025-02-03;Премиум;2002-06-06;1
3124;Клиент 3124;customer3124@example.com;+79549232534;Беларусь;Казань;2023-09-24;Экономный;1966-12-05;1
3125;Клиент 3125;customer3125@example.com;+79699203787;Украина;Новосибирск;2023-08-14;Экономный;1966-03-08;1
3126;Клиент 3126;customer3126@example.com;+79206932692;Казахстан;Казань;2023-11-05;Премиум;1991-12-19;1
3127;Клиент 3127;customer3127@example.com;+79066741756;Украина;Самара;2024-07-13;Стандарт;1994-03-29;0
3128;Клиент 3128;customer3128@example.com;+79046264880;Узбекистан;Нижний Новгород;2022-09-18;Стандарт;1987-12-31;1
3129;Клиент 3129;customer3129@example.com;+79359254776;Казахстан;Самара;2025-02-15;Экономный;2005-12-12;1
3130;Клиент 3130;customer3130@example.com;+79794998882;Россия;Самара;2022-12-01;Экономный;1982-03-19;1
3131;Клиент 3131;customer3131@example.com;+79280896242;Узбекистан;Ростов-на-Дону;2024-08-05;Премиум;1977-11-18;1
3132;Клиент 3132;customer3132@example.com;+79155311079;Казахстан;Нижний Новгород;2024-03-06;Премиум;1964-05-26;0
3133;Клиент 3133;customer3133@example.com;+79014163616;Беларусь;Ростов-на-Дону;2024-04-06;Премиум;1980-06-12;1
3134;Клиент 3134;customer3134@example.com;+79099716999;Беларусь;Екатеринбург;2025-08-16;Премиум;1969-02-23;1
3135;Клиент 3135;customer3135@example.com;+79090308410;Украина;Челябинск;2024-02-08;Премиум;1991-11-27;1
3136;Клиент 3136;customer3136@example.com;+79217828058;Казахстан;Санкт-Петербург;2024-01-27;Премиум;1969-11-26;1
3137;Клиент 3137;customer3137@example.com;+79278892475;Россия;Омск;2025-01-20;Экономный;1970-12-12;1
3138;Клиент 3138;customer3138@example.com;+79911773753;Казахстан;Ростов-на-Дону;2023-08-14;Стандарт;1962-05-28;1
3139;Клиент 3139;customer3139@example.com;+79912628485;Беларусь;Омск;2025-02-11;Премиум;2002-01-30;0
3140;Клиент 3140;customer3140@example.com;+79445233387;Украина;Ростов-на-Дону;2025-04-12;Экономный;1992-08-19;0
3141;Клиент 3141;customer3141@example.com;+79844837851;Россия;Самара;2023-08-23;Стандарт;1962-12-22;1
3142;Клиент 3142;customer3142@example.com;+79196062960;Россия;Ростов-на-Дону;2025-03-05;Премиум;1981-04-29;1
3143;Клиент 3143;customer3143@example.com;+79986144529;Беларусь;Новосибирск;2023-08-25;Экономный;1974-09-17;1
3144;Клиент 3144;customer3144@example.com;+79782440145;Узбекистан;Екатеринбург;2025-02-18;Экономный;1975-07-16;0
3145;Клиент 3145;customer3145@example.com;+79002332470;Казахстан;Челябинск;2023-06-08;Экономный;1969-01-27;1
3146;Клиент 3146;customer3146@example.com;+79181791291;Узбекистан;Новосибирск;2024-09-08;Премиум;2001-01-14;1
3147;Клиент 3147;customer3147@example.com;+79723560088;Россия;Москва;2023-03-25;Экономный;2007-02-06;0
3148;Клиент 3148;customer3148@example.com;+79956187036;Казахстан;Новосибирск;2023-07-08;Экономный;2004-02-29;1
3149;Клиент 3149;customer3149@example.com;+79303779356;Беларусь;Новосибирск;2024-07-25;Стандарт;1986-02-26;1
3150;Клиент 3150;customer3150@example.com;+79843025295;Узбекистан;Казань;2025-03-06;Стандарт;1991-01-10;0
3151;Клиент 3151;customer3151@example.com;+79932165703;Украина;Ростов-на-Дону;2024-07-10;Премиум;1971-02-05;1
3152;Клиент 3152;customer3152@example.com;+79112332134;Казахстан;Новосибирск;2022-12-02;Стандарт;1968-12-04;0
3153;Клиент 3153;customer3153@example.com;+79190785252;Беларусь;Самара;2025-06-17;Премиум;1994-08-17;1
3154;Клиент 3154;customer3154@example.com;+79645754007;Казахстан;Челябинск;2022-12-13;Стандарт;1972-06-18;1
3155;Клиент 3155;customer3155@example.com;+79193833031;Украина;Нижний Новгород;2023-06-13;Экономный;1977-03-26;0
3156;Клиент 3156;customer3156@example.com;+79549717847;Россия;Екатеринбург;2023-11-25;Экономный;1960-03-05;1
3157;Клиент 3157;customer3157@example.com;+79846455505;Украина;Нижний Новгород;2022-11-29;Стандарт;2006-06-10;1
3158;Клиент 3158;customer3158@example.com;+79478560849;Казахстан;Самара;2023-05-09;Премиум;1990-05-24;1
3159;Клиент 3159;customer3159@example.com;+79670377505;Казахстан;Нижний Новгород;2025-08-20;Премиум;1973-08-13;1
3160;Клиент 3160;customer3160@example.com;+79528521981;Россия;Санкт-Петербург;2024-12-16;Экономный;2005-03-03;1
3161;Клиент 3161;customer3161@example.com;+79575717640;Казахстан;Новосибирск;2023-02-14;Стандарт;2007-07-22;1
3162;Клиент 3162;customer3162@example.com;+79898749042;Беларусь;Челябинск;2024-11-08;Экономный;1970-06-16;1
3163;Клиент 3163;customer3163@example.com;+79808208619;Беларусь;Санкт-Петербург;2024-04-12;Стандарт;2005-12-27;1
3164;Клиент 3164;customer3164@example.com;+79783090020;Украина;Ростов-на-Дону;2023-06-16;Экономный;1969-06-12;0
3165;Клиент 3165;customer3165@example.com;+79946549342;Беларусь;Нижний Новгород;2023-11-25;Стандарт;1964-01-09;1
3166;Клиент 3166;customer3166@example.com;+79124358355;Россия;Санкт-Петербург;2025-08-27;Экономный;1992-09-28;1
3167;Клиент 3167;customer3167@example.com;+79449434196;Украина;Челябинск;2023-08-14;Экономный;1991-05-12;1
3168;Клиент 3168;customer3168@example.com;+79244334931;Беларусь;Нижний Новгород;2025-04-03;Экономный;2006-07-04;0
3169;Клиент 3169;customer3169@example.com;+79748730029;Россия;Челябинск;2022-10-13;Экономный;1987-10-27;1
3170;Клиент 3170;customer3170@example.com;+79406099169;Беларусь;Москва;2023-11-28;Экономный;2005-02-17;1
3171;Клиент 3171;customer3171@example.com;+79726743614;Казахстан;Казань;2023-07-29;Стандарт;1994-10-04;0
3172;Клиент 3172;customer3172@example.com;+79396499959;Казахстан;Санкт-Петербург;2023-12-19;Премиум;2005-02-08;0
3173;Клиент 3173;customer3173@example.com;+79459769763;Казахстан;Нижний Новгород;2022-12-20;Стандарт;1983-09-10;1
3174;Клиент 3174;customer3174@example.com;+79060862197;Россия;Ростов-на-Дону;2024-10-05;Экономный;1976-02-06;1
3175;Клиент 3175;customer3175@example.com;+79042547567;Беларусь;Екатеринбург;2023-07-20;Стандарт;1970-07-16;1
3176;Клиент 3176;customer3176@example.com;+79715073041;Беларусь;Ростов-на-Дону;2024-11-23;Премиум;2003-03-13;1
3177;Клиент 3177;customer3177@example.com;+79798085635;Россия;Ростов-на-Дону;2025-01-21;Стандарт;1987-09-03;1
3178;Клиент 3178;customer3178@example.com;+79274869340;Россия;Самара;2023-07-27;Экономный;1992-04-24;1
3179;Клиент 3179;customer3179@example.com;+79882175518;Россия;Санкт-Петербург;2024-03-19;Премиум;1983-06-30;1
3180;Клиент 3180;customer3180@example.com;+79234254561;Украина;Казань;2023-09-03;Экономный;1998-09-28;1
3181;Клиент 3181;customer3181@example.com;+79798246609;Беларусь;Екатеринбург;2023-07-08;Премиум;1959-10-30;1
3182;Клиент 3182;customer3182@example.com;+79942895903;Украина;Новосибирск;2025-07-05;Экономный;1989-04-06;1
3183;Клиент 3183;customer3183@example.com;+79802585241;Беларусь;Санкт-Петербург;2023-11-13;Экономный;1992-02-28;1
3184;Клиент 3184;customer3184@example.com;+79251055203;Казахстан;Челябинск;2022-10-16;Экономный;1985-07-18;1
3185;Клиент 3185;customer3185@example.com;+79702375473;Россия;Казань;2022-12-08;Экономный;1989-11-11;1
3186;Клиент 3186;customer3186@example.com;+79961558639;Россия;Нижний Новгород;2024-03-04;Стандарт;1967-04-04;1
3187;Клиент 3187;customer3187@example.com;+79594999641;Украина;Новосибирск;2024-12-18;Экономный;2000-05-01;0
3188;Клиент 3188;customer3188@example.com;+79194775686;Узбекистан;Нижний Новгород;2022-09-24;Экономный;1987-09-18;0
3189;Клиент 3189;customer3189@example.com;+79775311296;Украина;Новосибирск;2025-05-10;Экономный;2004-12-07;0
3190;Клиент 3190;customer3190@example.com;+79588344393;Россия;Ростов-на-Дону;2023-11-04;Стандарт;1972-10-23;1
3191;Клиент 3191;customer3191@example.com;+79094205903;Украина;Ростов-на-Дону;2024-03-28;Премиум;1992-12-18;1
3192;Клиент 3192;customer3192@example.com;+79643960276;Беларусь;Ростов-на-Дону;2023-07-25;Стандарт;1961-07-17;1
3193;Клиент 3193;customer3193@example.com;+79577120695;Украина;Новосибирск;2025-02-26;Экономный;1968-05-08;1
3194;Клиент 3194;customer3194@example.com;+79923570444;Казахстан;Нижний Новгород;2023-11-13;Экономный;1979-04-17;1
3195;Клиент 3195;customer3195@example.com;+79379553822;Россия;Нижний Новгород;2024-01-27;Экономный;1975-12-01;0
3196;Клиент 3196;customer3196@example.com;+79774944461;Беларусь;Челябинск;2022-10-01;Стандарт;1979-03-30;0
3197;Клиент 3197;customer3197@example.com;+79875477095;Россия;Казань;2024-05-26;Экономный;1994-07-05;1
3198;Клиент 3198;customer3198@example.com;+79873758000;Беларусь;Челябинск;2025-03-20;Стандарт;1976-12-22;1
3199;Клиент 3199;customer3199@example.com;+79943897828;Украина;Казань;2023-09-30;Стандарт;1981-12-05;1
3200;Клиент 3200;customer3200@example.com;+79600076361;Беларусь;Казань;2024-02-11;Экономный;1995-04-12;1
3201;Клиент 3201;customer3201@example.com;+79004047068;Россия;Ростов-на-Дону;2023-02-26;Премиум;1985-09-01;0
3202;Клиент 3202;customer3202@example.com;+79547625918;Россия;Омск;2023-08-14;Экономный;1964-09-14;0
3203;Клиент 3203;customer3203@example.com;+79579670138;Украина;Челябинск;2022-10-29;Премиум;1973-03-04;1
3204;Клиент 3204;customer3204@example.com;+79721826025;Россия;Челябинск;2023-03-28;Экономный;1973-11-06;1
3205;Клиент 3205;customer3205@example.com;+79588855791;Казахстан;Самара;2024-03-14;Стандарт;2007-08-27;0
3206;Клиент 3206;customer3206@example.com;+79393491885;Казахстан;Москва;2025-04-23;Стандарт;1983-12-03;1
3207;Клиент 3207;customer3207@example.com;+79757240048;Беларусь;Москва;2023-02-10;Экономный;1962-02-03;0
3208;Клиент 3208;customer3208@example.com;+79150786266;Казахстан;Казань;2024-01-30;Экономный;1973-10-31;1
3209;Клиент 3209;customer3209@example.com;+79210325114;Казахстан;Екатеринбург;2022-11-11;Премиум;1988-11-17;0
3210;Клиент 3210;customer3210@example.com;+79246865555;Узбекистан;Челябинск;2024-05-02;Экономный;1993-11-07;0
3211;Клиент 3211;customer3211@example.com;+79503715874;Беларусь;Самара;2024-04-19;Стандарт;1993-11-27;1
3212;Клиент 3212;customer3212@example.com;+79348861274;Казахстан;Нижний Новгород;2023-07-15;Стандарт;1982-09-14;0
3213;Клиент 3213;customer3213@example.com;+79238608176;Узбекистан;Самара;2024-04-27;Стандарт;1968-12-18;0
3214;Клиент 3214;customer3214@example.com;+79806590393;Узбекистан;Омск;2024-11-14;Премиум;1967-03-16;0
3215;Клиент 3215;customer3215@example.com;+79957698094;Казахстан;Нижний Новгород;2024-09-16;Экономный;1989-05-30;1
3216;Клиент 3216;customer3216@example.com;+79205771711;Беларусь;Омск;2023-11-08;Премиум;1995-01-15;1
3217;Клиент 3217;customer3217@example.com;+79691338896;Казахстан;Екатеринбург;2023-07-27;Премиум;2001-11-28;1
3218;Клиент 3218;customer3218@example.com;+79636405284;Россия;Новосибирск;2024-07-16;Экономный;1971-12-01;1
3219;Клиент 3219;customer3219@example.com;+79874510795;Казахстан;Новосибирск;2024-09-06;Стандарт;1996-07-08;0
3220;Клиент 3220;customer3220@example.com;+79432620097;Беларусь;Новосибирск;2025-08-08;Стандарт;2001-11-26;0
3221;Клиент 3221;customer3221@example.com;+79882442296;Казахстан;Екатеринбург;2025-08-29;Премиум;1960-11-16;1
3222;Клиент 3222;customer3222@example.com;+79935930221;Беларусь;Омск;2023-09-10;Премиум;1992-09-01;1
3223;Клиент 3223;customer3223@example.com;+79422388385;Беларусь;Челябинск;2022-10-02;Экономный;1999-01-19;1
3224;Клиент 3224;customer3224@example.com;+79731365698;Украина;Казань;2023-01-27;Экономный;2004-01-31;1
3225;Клиент 3225;customer3225@example.com;+79623280542;Казахстан;Екатеринбург;2024-06-11;Экономный;1976-10-25;1
3226;Клиент 3226;customer3226@example.com;+79955378299;Узбекистан;Казань;2025-03-29;Экономный;1986-09-04;1
3227;Клиент 3227;customer3227@example.com;+79297988519;Россия;Екатеринбург;2023-09-17;Стандарт;1969-09-06;1
3228;Клиент 3228;customer3228@example.com;+79819180961;Казахстан;Омск;2025-03-17;Экономный;1984-06-12;1
3229;Клиент 3229;customer3229@example.com;+79167289032;Беларусь;Екатеринбург;2024-08-28;Премиум;2004-12-20;1
3230;Клиент 3230;customer3230@example.com;+79303831381;Беларусь;Казань;2025-07-08;Экономный;1964-02-07;1
3231;Клиент 3231;customer3231@example.com;+79737467343;Казахстан;Новосибирск;2024-11-11;Премиум;2003-08-30;1
3232;Клиент 3232;customer3232@example.com;+79978520466;Украина;Челябинск;2023-04-30;Экономный;1994-04-02;1
3233;Клиент 3233;customer3233@example.com;+79686814621;Беларусь;Новосибирск;2024-02-16;Премиум;1968-12-13;1
3234;Клиент 3234;customer3234@example.com;+79836388777;Россия;Ростов-на-Дону;2023-11-15;Стандарт;2000-12-16;1
3235;Клиент 3235;customer3235@example.com;+79685164610;Казахстан;Москва;2024-12-20;Премиум;1981-04-15;1
3236;Клиент 3236;customer3236@example.com;+79438185005;Беларусь;Ростов-на-Дону;2025-02-23;Премиум;1994-06-18;1
3237;Клиент 3237;customer3237@example.com;+79555721586;Россия;Екатеринбург;2023-03-06;Стандарт;2000-03-19;1
3238;Клиент 3238;customer3238@example.com;+79765475065;Беларусь;Ростов-на-Дону;2023-07-01;Стандарт;2004-08-15;0
3239;Клиент 3239;customer3239@example.com;+79401074403;Беларусь;Нижний Новгород;2025-01-19;Премиум;1974-01-26;1
3240;Клиент 3240;customer3240@example.com;+79061653437;Украина;Омск;2024-10-31;Экономный;2006-06-06;0
3241;Клиент 3241;customer3241@example.com;+79628165592;Казахстан;Москва;2025-07-08;Премиум;2005-01-01;1
3242;Клиент 3242;customer3242@example.com;+79910489360;Узбекистан;Екатеринбург;2024-01-03;Премиум;1982-03-04;1
3243;Клиент 3243;customer3243@example.com;+79018959975;Казахстан;Нижний Новгород;2025-05-10;Экономный;1970-10-19;0
3244;Клиент 3244;customer3244@example.com;+79405921325;Узбекистан;Омск;2024-05-16;Премиум;1990-07-04;1
3245;Клиент 3245;customer3245@example.com;+79793594188;Беларусь;Самара;2024-02-25;Стандарт;1971-06-01;0
3246;Клиент 3246;customer3246@example.com;+79020714689;Узбекистан;Санкт-Петербург;2025-03-01;Премиум;1976-02-14;0
3247;Клиент 3247;customer3247@example.com;+79030596193;Узбекистан;Челябинск;2024-06-25;Экономный;1985-12-20;1
3248;Клиент 3248;customer3248@example.com;+79215602100;Узбекистан;Челябинск;2023-02-04;Премиум;1965-02-17;1
3249;Клиент 3249;customer3249@example.com;+79233537215;Украина;Самара;2023-05-18;Премиум;1983-05-28;0
3250;Клиент 3250;customer3250@example.com;+79659105870;Казахстан;Нижний Новгород;2023-01-27;Стандарт;1998-07-27;0
3251;Клиент 3251;customer3251@example.com;+79526992365;Казахстан;Омск;2023-08-06;Стандарт;1992-04-02;1
3252;Клиент 3252;customer3252@example.com;+79080158437;Беларусь;Самара;2023-01-01;Экономный;1969-04-25;1
3253;Клиент 3253;customer3253@example.com;+79486270465;Беларусь;Казань;2024-12-21;Экономный;1975-06-19;0
3254;Клиент 3254;customer3254@example.com;+79047436030;Казахстан;Санкт-Петербург;2023-06-29;Экономный;1961-07-02;1
3255;Клиент 3255;customer3255@example.com;+79935753282;Беларусь;Омск;2025-01-06;Премиум;1970-08-25;0
3256;Клиент 3256;customer3256@example.com;+79048304744;Казахстан;Екатеринбург;2022-11-27;Стандарт;1998-03-31;0
3257;Клиент 3257;customer3257@example.com;+79006618942;Украина;Челябинск;2024-06-14;Стандарт;1981-01-10;1
3258;Клиент 3258;customer3258@example.com;+79163851516;Украина;Екатеринбург;2023-10-11;Экономный;1997-08-02;1
3259;Клиент 3259;customer3259@example.com;+79673855841;Украина;Новосибирск;2025-07-09;Стандарт;1975-05-13;1
3260;Клиент 3260;customer3260@example.com;+79077912702;Казахстан;Москва;2023-07-26;Стандарт;1997-06-17;1
3261;Клиент 3261;customer3261@example.com;+79838558823;Россия;Екатеринбург;2023-04-27;Экономный;2000-04-07;1
3262;Клиент 3262;customer3262@example.com;+79103862593;Россия;Казань;2024-10-14;Экономный;2000-10-12;1
3263;Клиент 3263;customer3263@example.com;+79385315526;Россия;Санкт-Петербург;2024-05-03;Премиум;1982-09-28;1
3264;Клиент 3264;customer3264@example.com;+79840758295;Беларусь;Москва;2023-08-19;Стандарт;1989-02-01;1
