order_id;customer_name;city;order_date;category;total_amount;payment_method
ORD0289;Татьяна Орлова;Москва;2024-05-22;Смартфоны;15000,0;Банковская карта
ORD0113;Игорь Кузнецов;Омск;2024-05-23;Смартфоны;19090,19;Банковская карта
ORD0594;Татьяна Орлова;Санкт-Петербург;2024-05-23;Смартфоны;15000,0;Банковская карта
ORD0419;Екатерина Новикова;Казань;2024-05-23;Планшеты;10000,0;Банковская карта
ORD0325;Елена Ильина;Ростов-на-Дону;2024-05-24;Игровые консоли;20000,0;Наличные при получении
ORD0892;Игорь Кузнецов;Самара;2024-05-24;Ноутбуки;120000,0;Наличные при получении
ORD0751;Иван Петров;Москва;2024-05-24;Планшеты;10000,0;Банковская карта
ORD0342;Дмитрий Волков;Новосибирск;2024-05-24;Планшеты;10000,0;Банковская карта
ORD0718;Иван Петров;Ростов-на-Дону;2024-05-24;Наушники;2018,49;Электронный кошелек
ORD0682;Игорь Кузнецов;Москва;2024-05-24;Игровые консоли;20000,0;Наличные при получении
ORD0909;Алексей Козлов;Москва;2024-05-25;Ноутбуки;54302,2;Банковская карта
ORD0956;Андрей Васильев;Санкт-Петербург;2024-05-25;Игровые консоли;34001,95;Наличные при получении
ORD0181;Юлия Кравцова;Санкт-Петербург;2024-05-25;Игровые консоли;25344,16;Банковская карта
ORD0794;Владимир Медведев;Казань;2024-05-25;Наушники;2000,0;Банковская карта
ORD0319;Игорь Кузнецов;Москва;2024-05-25;Смартфоны;19770,68;Банковская карта
ORD0320;Андрей Васильев;Москва;2024-05-25;Смартфоны;20509,04;Банковская карта
ORD0520;Елена Ильина;Москва;2024-05-25;Игровые консоли;36974,28;Наличные при получении
ORD0101;Дмитрий Волков;Москва;2024-05-25;Смартфоны;15000,0;Электронный кошелек
ORD0233;Наталья Федорова;Екатеринбург;2024-05-26;Смартфоны;15000,0;Электронный кошелек
ORD0871;Алексей Козлов;Санкт-Петербург;2024-05-26;Аксессуары;500,0;Электронный кошелек
ORD0872;Андрей Васильев;Москва;2024-05-26;Смартфоны;21906,82;Электронный кошелек
ORD0563;Елена Ильина;Москва;2024-05-27;Аксессуары;500,0;Банковская карта
ORD0054;Сергей Лебедев;Омск;2024-05-27;Аксессуары;500,0;Электронный кошелек
ORD0976;Юлия Кравцова;Москва;2024-05-27;Игровые консоли;25363,63;Банковская карта
ORD0823;Елена Ильина;Санкт-Петербург;2024-05-28;Наушники;2000,0;Наличные при получении
ORD0297;Елена Ильина;Челябинск;2024-05-28;Смартфоны;15000,0;Банковская карта
ORD0474;Михаил Попов;Омск;2024-05-28;Ноутбуки;30000,0;Наличные при получении
ORD0988;Елена Ильина;Санкт-Петербург;2024-05-29;Планшеты;10000,0;Банковская карта
ORD0324;Мария Сидорова;Москва;2024-05-29;Смартфоны;15000,0;Банковская карта
ORD0646;Алексей Козлов;Омск;2024-05-29;Аксессуары;519,75;Банковская карта
ORD0117;Ольга Соколова;Челябинск;2024-05-29;Смартфоны;15000,0;Банковская карта
ORD0405;Виктория Зайцева;Санкт-Петербург;2024-05-29;Наушники;2000,0;Наличные при получении
ORD0214;Светлана Петрова;Москва;2024-05-30;Аксессуары;568,1;Электронный кошелек
ORD0977;Андрей Васильев;Екатеринбург;2024-05-30;Ноутбуки;30000,0;Наличные при получении
ORD0025;Алексей Козлов;Новосибирск;2024-05-30;Игровые консоли;34967,94;Банковская карта
ORD0850;Игорь Кузнецов;Екатеринбург;2024-05-30;Наушники;2488,81;Банковская карта
ORD0786;Наталья Федорова;Омск;2024-05-31;Аксессуары;623,97;Банковская карта
ORD0681;Иван Петров;Самара;2024-05-31;Ноутбуки;30000,0;Банковская карта
ORD0321;Елена Ильина;Екатеринбург;2024-06-01;Смартфоны;15000,0;Электронный кошелек
ORD0322;Сергей Лебедев;Нижний Новгород;2024-06-01;Смартфоны;20066,74;Наличные при получении
ORD0595;Иван Петров;Омск;2024-06-01;Наушники;2351,79;Банковская карта
ORD0313;Андрей Васильев;Москва;2024-06-01;Планшеты;13479,89;Банковская карта
ORD0805;Ольга Соколова;Санкт-Петербург;2024-06-01;Ноутбуки;30000,0;Банковская карта
ORD0312;Игорь Кузнецов;Москва;2024-06-01;Аксессуары;500,0;Электронный кошелек
ORD0900;Ольга Соколова;Москва;2024-06-01;Аксессуары;500,0;Банковская карта
ORD0925;Дмитрий Волков;Санкт-Петербург;2024-06-01;Аксессуары;500,0;Банковская карта
ORD0749;Андрей Васильев;Омск;2024-06-02;Аксессуары;500,0;Наличные при получении
ORD0171;Светлана Петрова;Казань;2024-06-02;Наушники;2183,12;Наличные при получении
ORD0018;Игорь Кузнецов;Новосибирск;2024-06-03;Планшеты;10000,0;Электронный кошелек
ORD0664;Максим Борисов;Москва;2024-06-03;Планшеты;10000,0;Наличные при получении
ORD0969;Андрей Васильев;Екатеринбург;2024-06-03;Ноутбуки;52568,99;Электронный кошелек
ORD0481;Ольга Соколова;Казань;2024-06-04;Аксессуары;500,0;Банковская карта
ORD0726;Мария Сидорова;Самара;2024-06-04;Смартфоны;37228,74;Банковская карта
ORD0725;Алексей Козлов;Екатеринбург;2024-06-04;Наушники;2000,0;Банковская карта
ORD0528;Виктория Зайцева;Москва;2024-06-04;Ноутбуки;30000,0;Электронный кошелек
ORD0162;Дмитрий Волков;Казань;2024-06-04;Смартфоны;19720,97;Наличные при получении
ORD0075;Владимир Медведев;Нижний Новгород;2024-06-04;Игровые консоли;20000,0;Электронный кошелек
ORD0555;Роман Смирнов;Омск;2024-06-05;Смартфоны;15000,0;Банковская карта
ORD0354;Елена Ильина;Москва;2024-06-05;Наушники;3336,77;Электронный кошелек
ORD0599;Мария Сидорова;Москва;2024-06-05;Смартфоны;15000,0;Банковская карта
ORD0910;Юлия Кравцова;Санкт-Петербург;2024-06-05;Смартфоны;30760,08;Банковская карта
ORD0519;Михаил Попов;Ростов-на-Дону;2024-06-06;Смартфоны;19598,61;Наличные при получении
ORD0422;Виктория Зайцева;Челябинск;2024-06-07;Планшеты;10000,0;Банковская карта
ORD0050;Светлана Петрова;Москва;2024-06-07;Смартфоны;15529,2;Банковская карта
ORD0541;Максим Борисов;Ростов-на-Дону;2024-06-07;Наушники;2146,37;Наличные при получении
ORD0502;Екатерина Новикова;Екатеринбург;2024-06-08;Планшеты;15168,97;Наличные при получении
ORD0678;Андрей Васильев;Санкт-Петербург;2024-06-08;Ноутбуки;37555,01;Банковская карта
ORD0130;Елена Ильина;Новосибирск;2024-06-09;Ноутбуки;42421,56;Банковская карта
ORD0743;Владимир Медведев;Нижний Новгород;2024-06-09;Аксессуары;500,0;Банковская карта
ORD0742;Мария Сидорова;Санкт-Петербург;2024-06-09;Наушники;2924,15;Банковская карта
ORD0129;Ольга Соколова;Москва;2024-06-09;Ноутбуки;30000,0;Электронный кошелек
ORD0887;Андрей Васильев;Казань;2024-06-10;Смартфоны;24823,04;Банковская карта
ORD0562;Михаил Попов;Москва;2024-06-10;Смартфоны;17944,38;Наличные при получении
ORD0374;Владимир Медведев;Нижний Новгород;2024-06-11;Планшеты;20976,79;Банковская карта
ORD0076;Игорь Кузнецов;Нижний Новгород;2024-06-11;Ноутбуки;38796,3;Электронный кошелек
ORD0067;Андрей Васильев;Москва;2024-06-11;Смартфоны;19762,54;Банковская карта
ORD0770;Мария Сидорова;Самара;2024-06-11;Ноутбуки;68641,75;Наличные при получении
ORD0383;Роман Смирнов;Казань;2024-06-11;Игровые консоли;26500,74;Электронный кошелек
ORD0868;Татьяна Орлова;Москва;2024-06-12;Смартфоны;15000,0;Наличные при получении
ORD0001;Сергей Лебедев;Санкт-Петербург;2024-06-12;Смартфоны;25483,17;Банковская карта
ORD0107;Дмитрий Волков;Санкт-Петербург;2024-06-13;Ноутбуки;30000,0;Электронный кошелек
ORD0814;Наталья Федорова;Омск;2024-06-14;Смартфоны;15000,0;Банковская карта
ORD0761;Наталья Федорова;Москва;2024-06-14;Планшеты;10000,0;Банковская карта
ORD0246;Алексей Козлов;Омск;2024-06-14;Наушники;2000,0;Банковская карта
ORD0778;Владимир Медведев;Нижний Новгород;2024-06-15;Ноутбуки;57994,52;Банковская карта
ORD0777;Андрей Васильев;Москва;2024-06-15;Наушники;2000,0;Банковская карта
ORD0705;Роман Смирнов;Москва;2024-06-15;Ноутбуки;71426,27;Наличные при получении
ORD0205;Елена Ильина;Екатеринбург;2024-06-15;Планшеты;10000,0;Наличные при получении
ORD0708;Екатерина Новикова;Челябинск;2024-06-15;Смартфоны;16613,98;Банковская карта
ORD0021;Светлана Петрова;Казань;2024-06-15;Наушники;2000,0;Электронный кошелек
ORD0707;Сергей Лебедев;Санкт-Петербург;2024-06-15;Наушники;2000,0;Банковская карта
ORD0706;Алексей Козлов;Ростов-на-Дону;2024-06-15;Смартфоны;15000,0;Наличные при получении
ORD0356;Дмитрий Волков;Казань;2024-06-16;Аксессуары;843,16;Банковская карта
ORD0529;Михаил Попов;Москва;2024-06-16;Аксессуары;578,65;Банковская карта
ORD0188;Наталья Федорова;Екатеринбург;2024-06-17;Смартфоны;23742,75;Наличные при получении
ORD0239;Елена Ильина;Казань;2024-06-17;Игровые консоли;20000,0;Банковская карта
ORD0290;Алексей Козлов;Екатеринбург;2024-06-18;Смартфоны;18302,06;Банковская карта
ORD0757;Наталья Федорова;Казань;2024-06-18;Игровые консоли;20000,0;Банковская карта
ORD0058;Ольга Соколова;Москва;2024-06-18;Ноутбуки;45425,04;Банковская карта
ORD0360;Елена Ильина;Екатеринбург;2024-06-18;Планшеты;21851,99;Банковская карта
ORD0999;Дмитрий Волков;Ростов-на-Дону;2024-06-18;Смартфоны;21062,96;Банковская карта
ORD0939;Андрей Васильев;Москва;2024-06-18;Планшеты;10000,0;Электронный кошелек
ORD0683;Андрей Васильев;Москва;2024-06-18;Наушники;2509,04;Банковская карта
ORD0592;Михаил Попов;Казань;2024-06-19;Игровые консоли;20000,0;Наличные при получении
ORD0508;Виктория Зайцева;Самара;2024-06-19;Планшеты;10000,0;Банковская карта
ORD0514;Елена Ильина;Самара;2024-06-19;Смартфоны;21088,54;Банковская карта
ORD0357;Ольга Соколова;Москва;2024-06-19;Игровые консоли;21502,65;Электронный кошелек
ORD0499;Елена Ильина;Ростов-на-Дону;2024-06-19;Ноутбуки;30000,0;Электронный кошелек
ORD0438;Елена Ильина;Самара;2024-06-20;Наушники;2000,0;Банковская карта
ORD0331;Виктория Зайцева;Санкт-Петербург;2024-06-20;Планшеты;14043,46;Банковская карта
ORD0228;Елена Ильина;Санкт-Петербург;2024-06-20;Ноутбуки;49384,01;Банковская карта
ORD0672;Светлана Петрова;Омск;2024-06-20;Аксессуары;500,0;Банковская карта
ORD0716;Ольга Соколова;Омск;2024-06-20;Игровые консоли;23488,92;Банковская карта
ORD0204;Елена Ильина;Омск;2024-06-20;Ноутбуки;36452,3;Банковская карта
ORD0072;Михаил Попов;Москва;2024-06-20;Смартфоны;26919,35;Банковская карта
ORD0532;Елена Ильина;Ростов-на-Дону;2024-06-21;Наушники;2000,0;Наличные при получении
ORD0973;Андрей Васильев;Нижний Новгород;2024-06-21;Ноутбуки;30000,0;Наличные при получении
ORD0546;Иван Петров;Санкт-Петербург;2024-06-21;Планшеты;50000,0;Банковская карта
ORD0736;Анна Морозова;Омск;2024-06-22;Аксессуары;583,83;Наличные при получении
ORD0465;Виктория Зайцева;Ростов-на-Дону;2024-06-22;Игровые консоли;49999,39;Наличные при получении
ORD0673;Иван Петров;Москва;2024-06-22;Аксессуары;500,0;Наличные при получении
ORD0142;Светлана Петрова;Москва;2024-06-23;Ноутбуки;30000,0;Банковская карта
ORD0143;Елена Ильина;Новосибирск;2024-06-23;Наушники;2000,0;Наличные при получении
ORD0131;Дмитрий Волков;Санкт-Петербург;2024-06-23;Наушники;2000,0;Банковская карта
ORD0416;Мария Сидорова;Санкт-Петербург;2024-06-23;Игровые консоли;30141,54;Электронный кошелек
ORD0074;Татьяна Орлова;Самара;2024-06-23;Смартфоны;15000,0;Электронный кошелек
ORD0417;Екатерина Новикова;Москва;2024-06-23;Смартфоны;15000,0;Банковская карта
ORD0373;Иван Петров;Москва;2024-06-24;Аксессуары;500,0;Наличные при получении
ORD0491;Елена Ильина;Новосибирск;2024-06-24;Смартфоны;17389,43;Банковская карта
ORD0888;Андрей Васильев;Москва;2024-06-24;Смартфоны;15000,0;Банковская карта
ORD0748;Наталья Федорова;Екатеринбург;2024-06-24;Ноутбуки;40163,94;Банковская карта
ORD0087;Дмитрий Волков;Нижний Новгород;2024-06-24;Наушники;2000,0;Банковская карта
ORD0934;Андрей Васильев;Новосибирск;2024-06-24;Наушники;3099,92;Банковская карта
ORD0399;Дмитрий Волков;Челябинск;2024-06-25;Наушники;2426,16;Наличные при получении
ORD0199;Елена Ильина;Омск;2024-06-25;Наушники;3332,89;Банковская карта
ORD0960;Андрей Васильев;Нижний Новгород;2024-06-25;Аксессуары;500,0;Наличные при получении
ORD0572;Михаил Попов;Челябинск;2024-06-25;Смартфоны;21770,44;Электронный кошелек
ORD0631;Сергей Лебедев;Нижний Новгород;2024-06-26;Аксессуары;570,56;Наличные при получении
ORD0996;Анна Морозова;Москва;2024-06-26;Наушники;4514,89;Электронный кошелек
ORD0821;Владимир Медведев;Челябинск;2024-06-26;Смартфоны;15000,0;Электронный кошелек
ORD0648;Алексей Козлов;Казань;2024-06-27;Аксессуары;500,0;Банковская карта
ORD0566;Татьяна Орлова;Екатеринбург;2024-06-27;Ноутбуки;75603,44;Банковская карта
ORD0583;Ольга Соколова;Новосибирск;2024-06-27;Планшеты;10000,0;Банковская карта
ORD0510;Виктория Зайцева;Нижний Новгород;2024-06-27;Аксессуары;550,96;Электронный кошелек
ORD0287;Светлана Петрова;Новосибирск;2024-06-27;Смартфоны;16500,13;Электронный кошелек
ORD0744;Мария Сидорова;Новосибирск;2024-06-27;Смартфоны;18501,56;Банковская карта
ORD0865;Ольга Соколова;Санкт-Петербург;2024-06-27;Игровые консоли;28891,38;Банковская карта
ORD0443;Иван Петров;Санкт-Петербург;2024-06-28;Наушники;2000,0;Наличные при получении
ORD0962;Андрей Васильев;Екатеринбург;2024-06-28;Ноутбуки;37559,8;Банковская карта
ORD0633;Мария Сидорова;Новосибирск;2024-06-29;Наушники;2884,62;Банковская карта
ORD0634;Сергей Лебедев;Екатеринбург;2024-06-29;Аксессуары;577,65;Банковская карта
ORD0929;Юлия Кравцова;Казань;2024-06-29;Наушники;2081,2;Наличные при получении
ORD0930;Дмитрий Волков;Москва;2024-06-29;Смартфоны;19788,07;Банковская карта
ORD0056;Елена Ильина;Омск;2024-06-29;Ноутбуки;58640,64;Наличные при получении
ORD0057;Татьяна Орлова;Москва;2024-06-29;Аксессуары;500,0;Банковская карта
ORD0395;Алексей Козлов;Санкт-Петербург;2024-06-29;Ноутбуки;30000,0;Электронный кошелек
ORD0488;Дмитрий Волков;Москва;2024-06-30;Наушники;4509,23;Электронный кошелек
ORD0861;Дмитрий Волков;Челябинск;2024-06-30;Аксессуары;903,57;Электронный кошелек
ORD0218;Елена Ильина;Нижний Новгород;2024-06-30;Наушники;2769,63;Банковская карта
ORD0815;Алексей Козлов;Самара;2024-07-01;Смартфоны;15000,0;Банковская карта
ORD0201;Елена Ильина;Казань;2024-07-01;Аксессуары;500,0;Электронный кошелек
ORD0565;Михаил Попов;Санкт-Петербург;2024-07-02;Аксессуары;704,41;Банковская карта
ORD0291;Дмитрий Волков;Москва;2024-07-02;Ноутбуки;74132,24;Наличные при получении
ORD0020;Игорь Кузнецов;Москва;2024-07-02;Смартфоны;27825,59;Наличные при получении
ORD0370;Мария Сидорова;Москва;2024-07-02;Смартфоны;15955,83;Наличные при получении
ORD0332;Ольга Соколова;Челябинск;2024-07-02;Наушники;2000,0;Банковская карта
ORD0738;Виктория Зайцева;Самара;2024-07-02;Смартфоны;27592,27;Банковская карта
ORD0728;Ольга Соколова;Челябинск;2024-07-02;Игровые консоли;26370,67;Банковская карта
ORD0505;Роман Смирнов;Нижний Новгород;2024-07-03;Ноутбуки;55156,63;Банковская карта
ORD0153;Дмитрий Волков;Москва;2024-07-03;Наушники;2000,0;Наличные при получении
ORD0151;Елена Ильина;Омск;2024-07-03;Наушники;2660,34;Банковская карта
ORD0837;Ольга Соколова;Омск;2024-07-03;Смартфоны;15000,0;Электронный кошелек
ORD0492;Екатерина Новикова;Казань;2024-07-03;Ноутбуки;30000,0;Банковская карта
ORD0674;Алексей Козлов;Новосибирск;2024-07-04;Аксессуары;890,3;Банковская карта
ORD0849;Андрей Васильев;Новосибирск;2024-07-04;Аксессуары;500,0;Банковская карта
ORD0244;Елена Ильина;Санкт-Петербург;2024-07-05;Аксессуары;514,72;Электронный кошелек
ORD0479;Елена Ильина;Ростов-на-Дону;2024-07-05;Аксессуары;804,59;Банковская карта
ORD0045;Дмитрий Волков;Москва;2024-07-05;Аксессуары;500,0;Электронный кошелек
ORD0079;Андрей Васильев;Санкт-Петербург;2024-07-05;Смартфоны;26317,31;Электронный кошелек
ORD0198;Елена Ильина;Омск;2024-07-05;Игровые консоли;20000,0;Электронный кошелек
ORD0183;Елена Ильина;Омск;2024-07-06;Наушники;2640,33;Банковская карта
ORD0288;Владимир Медведев;Екатеринбург;2024-07-06;Ноутбуки;48031,29;Банковская карта
ORD0536;Михаил Попов;Ростов-на-Дону;2024-07-07;Смартфоны;15000,0;Наличные при получении
ORD0495;Светлана Петрова;Новосибирск;2024-07-07;Наушники;2228,96;Банковская карта
ORD0663;Татьяна Орлова;Екатеринбург;2024-07-07;Игровые консоли;20000,0;Банковская карта
ORD0006;Андрей Васильев;Москва;2024-07-07;Наушники;2279,08;Наличные при получении
ORD0007;Андрей Васильев;Москва;2024-07-07;Наушники;2000,0;Банковская карта
ORD0537;Сергей Лебедев;Самара;2024-07-07;Смартфоны;15000,0;Наличные при получении
ORD0440;Роман Смирнов;Москва;2024-07-07;Наушники;2189,91;Банковская карта
ORD0298;Елена Ильина;Москва;2024-07-07;Смартфоны;15000,0;Банковская карта
ORD0008;Дмитрий Волков;Самара;2024-07-08;Аксессуары;537,16;Наличные при получении
ORD0846;Юлия Кравцова;Санкт-Петербург;2024-07-08;Смартфоны;15000,0;Банковская карта
ORD0911;Светлана Петрова;Екатеринбург;2024-07-08;Ноутбуки;30000,0;Банковская карта
ORD0494;Ольга Соколова;Москва;2024-07-08;Смартфоны;15000,0;Банковская карта
ORD0112;Анна Морозова;Москва;2024-07-09;Смартфоны;21745,16;Банковская карта
ORD0841;Владимир Медведев;Москва;2024-07-09;Ноутбуки;30000,0;Банковская карта
ORD0830;Алексей Козлов;Новосибирск;2024-07-09;Ноутбуки;38822,94;Банковская карта
ORD0954;Екатерина Новикова;Омск;2024-07-10;Наушники;2000,0;Банковская карта
ORD0662;Андрей Васильев;Ростов-на-Дону;2024-07-10;Планшеты;19404,08;Электронный кошелек
ORD0116;Мария Сидорова;Омск;2024-07-10;Планшеты;15583,78;Банковская карта
ORD0423;Дмитрий Волков;Москва;2024-07-10;Смартфоны;15000,0;Наличные при получении
ORD0727;Андрей Васильев;Москва;2024-07-10;Планшеты;14734,08;Банковская карта
ORD0299;Игорь Кузнецов;Казань;2024-07-10;Наушники;2015,68;Банковская карта
ORD0701;Андрей Васильев;Екатеринбург;2024-07-10;Игровые консоли;20000,0;Банковская карта
ORD0575;Сергей Лебедев;Самара;2024-07-11;Смартфоны;15704,17;Банковская карта
ORD0613;Татьяна Орлова;Казань;2024-07-11;Планшеты;10000,0;Банковская карта
ORD0144;Игорь Кузнецов;Санкт-Петербург;2024-07-11;Планшеты;20581,67;Банковская карта
ORD0197;Елена Ильина;Нижний Новгород;2024-07-12;Игровые консоли;20000,0;Банковская карта
ORD0596;Иван Петров;Новосибирск;2024-07-12;Планшеты;10000,0;Наличные при получении
ORD0126;Дмитрий Волков;Санкт-Петербург;2024-07-12;Планшеты;14344,5;Наличные при получении
ORD0185;Михаил Попов;Москва;2024-07-13;Смартфоны;15000,0;Наличные при получении
ORD0851;Татьяна Орлова;Москва;2024-07-13;Ноутбуки;32910,28;Наличные при получении
ORD0915;Игорь Кузнецов;Екатеринбург;2024-07-14;Ноутбуки;41842,22;Банковская карта
ORD0899;Владимир Медведев;Москва;2024-07-14;Ноутбуки;33639,32;Банковская карта
ORD0167;Юлия Кравцова;Санкт-Петербург;2024-07-14;Аксессуары;521,94;Наличные при получении
ORD0166;Наталья Федорова;Самара;2024-07-14;Аксессуары;589,07;Электронный кошелек
ORD0650;Иван Петров;Новосибирск;2024-07-14;Наушники;2000,0;Банковская карта
ORD0157;Дмитрий Волков;Казань;2024-07-14;Смартфоны;65535,86;Банковская карта
ORD0980;Алексей Козлов;Екатеринбург;2024-07-14;Аксессуары;758,99;Электронный кошелек
ORD0156;Ольга Соколова;Москва;2024-07-14;Аксессуары;500,0;Банковская карта
ORD0914;Игорь Кузнецов;Санкт-Петербург;2024-07-14;Ноутбуки;53924,01;Электронный кошелек
ORD0982;Алексей Козлов;Челябинск;2024-07-14;Аксессуары;500,0;Банковская карта
ORD0616;Иван Петров;Омск;2024-07-15;Наушники;2000,0;Банковская карта
ORD0557;Елена Ильина;Москва;2024-07-15;Наушники;2000,0;Банковская карта
ORD0722;Мария Сидорова;Москва;2024-07-15;Смартфоны;35138,86;Наличные при получении
ORD0060;Мария Сидорова;Санкт-Петербург;2024-07-16;Наушники;2000,0;Банковская карта
ORD0390;Светлана Петрова;Челябинск;2024-07-16;Планшеты;15326,34;Наличные при получении
ORD0745;Игорь Кузнецов;Москва;2024-07-16;Ноутбуки;30000,0;Наличные при получении
ORD0645;Виктория Зайцева;Москва;2024-07-16;Смартфоны;15000,0;Банковская карта
ORD0461;Дмитрий Волков;Москва;2024-07-16;Ноутбуки;30000,0;Электронный кошелек
ORD0577;Роман Смирнов;Москва;2024-07-16;Смартфоны;15000,0;Электронный кошелек
ORD0782;Виктория Зайцева;Екатеринбург;2024-07-17;Игровые консоли;20000,0;Наличные при получении
ORD0902;Андрей Васильев;Москва;2024-07-17;Смартфоны;17411,47;Наличные при получении
ORD0089;Юлия Кравцова;Омск;2024-07-17;Игровые консоли;20000,0;Наличные при получении
ORD0168;Дмитрий Волков;Москва;2024-07-18;Планшеты;10000,0;Банковская карта
ORD0617;Татьяна Орлова;Москва;2024-07-18;Игровые консоли;23854,78;Банковская карта
ORD0730;Ольга Соколова;Москва;2024-07-18;Наушники;2000,0;Банковская карта
ORD0752;Андрей Васильев;Ростов-на-Дону;2024-07-19;Смартфоны;23007,68;Наличные при получении
ORD0480;Михаил Попов;Новосибирск;2024-07-20;Ноутбуки;30000,0;Наличные при получении
ORD0953;Максим Борисов;Москва;2024-07-21;Планшеты;11143,96;Наличные при получении
ORD0938;Андрей Васильев;Омск;2024-07-21;Аксессуары;500,0;Банковская карта
ORD0452;Дмитрий Волков;Екатеринбург;2024-07-22;Наушники;7688,03;Электронный кошелек
ORD0534;Елена Ильина;Екатеринбург;2024-07-22;Ноутбуки;37714,35;Банковская карта
ORD0750;Мария Сидорова;Казань;2024-07-22;Смартфоны;20044,98;Наличные при получении
ORD0250;Елена Ильина;Самара;2024-07-23;Наушники;2000,0;Банковская карта
ORD0940;Андрей Васильев;Екатеринбург;2024-07-24;Смартфоны;15000,0;Банковская карта
ORD0437;Роман Смирнов;Москва;2024-07-24;Ноутбуки;30000,0;Банковская карта
ORD0582;Виктория Зайцева;Ростов-на-Дону;2024-07-24;Ноутбуки;30000,0;Электронный кошелек
ORD0779;Владимир Медведев;Нижний Новгород;2024-07-25;Ноутбуки;31110,26;Банковская карта
ORD0263;Игорь Кузнецов;Москва;2024-07-25;Ноутбуки;30000,0;Электронный кошелек
ORD0235;Ольга Соколова;Москва;2024-07-25;Наушники;3460,39;Наличные при получении
ORD0549;Ольга Соколова;Новосибирск;2024-07-25;Смартфоны;15000,0;Банковская карта
ORD0094;Дмитрий Волков;Екатеринбург;2024-07-25;Планшеты;14117,84;Банковская карта
ORD0176;Ольга Соколова;Москва;2024-07-25;Планшеты;12729,59;Наличные при получении
ORD0030;Светлана Петрова;Москва;2024-07-25;Аксессуары;569,49;Наличные при получении
ORD0355;Мария Сидорова;Москва;2024-07-25;Планшеты;11327,57;Наличные при получении
ORD0043;Сергей Лебедев;Москва;2024-07-25;Ноутбуки;30000,0;Банковская карта
ORD0027;Анна Морозова;Москва;2024-07-26;Аксессуары;500,0;Наличные при получении
ORD0428;Сергей Лебедев;Омск;2024-07-26;Игровые консоли;20000,0;Электронный кошелек
ORD0891;Юлия Кравцова;Нижний Новгород;2024-07-26;Смартфоны;15094,04;Банковская карта
ORD0600;Екатерина Новикова;Москва;2024-07-27;Аксессуары;500,0;Банковская карта
ORD0731;Мария Сидорова;Москва;2024-07-28;Ноутбуки;54678,1;Наличные при получении
ORD0732;Владимир Медведев;Самара;2024-07-28;Наушники;2145,4;Банковская карта
ORD0544;Елена Ильина;Казань;2024-07-28;Ноутбуки;33411,35;Наличные при получении
ORD0450;Виктория Зайцева;Москва;2024-07-28;Наушники;2324,96;Банковская карта
ORD0358;Виктория Зайцева;Екатеринбург;2024-07-28;Ноутбуки;30360,7;Банковская карта
ORD0882;Ольга Соколова;Казань;2024-07-29;Аксессуары;500,0;Электронный кошелек
ORD0092;Андрей Васильев;Нижний Новгород;2024-07-29;Наушники;3990,33;Электронный кошелек
ORD0766;Ольга Соколова;Екатеринбург;2024-07-29;Ноутбуки;34019,51;Электронный кошелек
ORD0955;Андрей Васильев;Санкт-Петербург;2024-07-30;Игровые консоли;34679,3;Электронный кошелек
ORD0741;Виктория Зайцева;Новосибирск;2024-07-31;Аксессуары;500,0;Банковская карта
ORD0175;Елена Ильина;Казань;2024-07-31;Наушники;3171,0;Банковская карта
ORD0603;Андрей Васильев;Москва;2024-07-31;Смартфоны;18942,08;Наличные при получении
ORD0385;Наталья Федорова;Нижний Новгород;2024-07-31;Наушники;5401,51;Банковская карта
ORD0772;Игорь Кузнецов;Самара;2024-07-31;Аксессуары;500,0;Банковская карта
ORD0699;Андрей Васильев;Москва;2024-08-01;Игровые консоли;24741,38;Наличные при получении
ORD0068;Максим Борисов;Челябинск;2024-08-01;Смартфоны;17784,81;Банковская карта
ORD0522;Сергей Лебедев;Санкт-Петербург;2024-08-01;Игровые консоли;25151,7;Банковская карта
ORD0641;Виктория Зайцева;Москва;2024-08-01;Планшеты;21344,24;Банковская карта
ORD0659;Виктория Зайцева;Казань;2024-08-01;Ноутбуки;51549,52;Банковская карта
ORD0854;Владимир Медведев;Омск;2024-08-01;Аксессуары;947,7;Электронный кошелек
ORD0712;Владимир Медведев;Екатеринбург;2024-08-02;Смартфоны;15000,0;Банковская карта
ORD0974;Наталья Федорова;Москва;2024-08-02;Планшеты;11376,76;Наличные при получении
ORD0676;Юлия Кравцова;Ростов-на-Дону;2024-08-03;Ноутбуки;30000,0;Банковская карта
ORD0615;Михаил Попов;Омск;2024-08-03;Ноутбуки;55298,12;Банковская карта
ORD0041;Игорь Кузнецов;Москва;2024-08-04;Планшеты;10000,0;Электронный кошелек
ORD0381;Елена Ильина;Москва;2024-08-04;Смартфоны;27756,98;Наличные при получении
ORD0382;Владимир Медведев;Нижний Новгород;2024-08-04;Ноутбуки;69665,45;Электронный кошелек
ORD0797;Владимир Медведев;Ростов-на-Дону;2024-08-05;Наушники;2000,0;Банковская карта
ORD0503;Роман Смирнов;Санкт-Петербург;2024-08-05;Смартфоны;15000,0;Банковская карта
ORD0588;Анна Морозова;Москва;2024-08-05;Ноутбуки;30000,0;Наличные при получении
ORD0747;Владимир Медведев;Санкт-Петербург;2024-08-05;Смартфоны;25252,18;Банковская карта
ORD0556;Михаил Попов;Санкт-Петербург;2024-08-05;Смартфоны;21831,19;Электронный кошелек
